$VAR__
Name|Platform|Year|Publisher|Global_Sales
Chaos Rings III|PSV|2014|Square Enix|0.06
Pro Evolution Soccer 2008|X360|2007|Konami Digital Entertainment|1.07
Seiken Densetsu 3|SNES|1995|SquareSoft|0.89
WWE All Stars|X360|2011|THQ|0.35
FIFA 15|PSV|2014|Electronic Arts|0.84
Phantasy Star Online 2 Episode 4: Deluxe Package|PSV|2017|Sega|0.01
Nintendogs|DS|2005|Nintendo|24.76
Fate/Extra|PSP|2010|Marvelous Interactive|0.31
TimeSplitters|PS2|2000|Eidos Interactive|0.43
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei|DS|2009|Namco Bandai Games|0.08
Breath of Fire IV|PS|2000|Capcom|0.56
Ebikore Photo Kano Kiss|PSV|2015|Kadokawa Games|0.03
Call of Juarez: Bound in Blood|X360|2009|Ubisoft|0.61
Commandos 2: Men of Courage|XB|2002|Eidos Interactive|0.07
Taiko no Tatsujin: Appare Sandaime|PS2|2003|Namco Bandai Games|0.49
Hot Wheels: World Race|GBA|2003|THQ|0.14
Geist|GC|2005|Nintendo|0.15
Guitar Hero II|PS2|2006|RedOctane|5.12
Jeopardy! 2nd Edition|PS|2000|Hasbro Interactive|0.29
007: The World is not Enough|PS|2000|Electronic Arts|0.92
Farming Simulator 15 Expansion Pack|PC|2015|Focus Home Interactive|0.01
428: Fuusa Sareta Shibuya de|PSP|2009|Spike|0.04
Don Bradman Cricket 14|PS3|2014|Tru Blu Entertainment|0.02
Company of Heroes|PC|2006|THQ|0.05
Baldur's Gate: Dark Alliance|GC|2002|Virgin Interactive|0.14
Rurouni Kenshin: Enjou! Kyoto Rinne|PS2|2006|Banpresto|0.13
Wallace & Gromit in Project Zoo|XB|2003|BAM! Entertainment|0.03
Logic Machines|DS|2009|City Interactive|0.04
LMA Manager 2007|X360|2006|Codemasters|0.01
Sniper Elite 3|X360|2014|505 Games|0.32
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon|PSP|2009|Namco Bandai Games|0.23
Mr Bean's Wacky World of Wii|Wii|2009|Blast! Entertainment Ltd|0.05
MySims Agents|Wii|2009|Electronic Arts|1.05
The Godfather (US sales)|XB|2006|Electronic Arts|0.44
Smart Kid's Mega Game Mix|DS|2009|UFO Interactive|0.01
Herbie: Fully Loaded|GBA|2005|Disney Interactive Studios|0.34
Justice League Heroes|DS|2006|Eidos Interactive|0.09
Kotoba no Puzzle: Mojipittan Daijiten|PSP|2004|Namco Bandai Games|0.11
Star Wars Knights of the Old Republic II: The Sith Lords|PC|2005|LucasArts|0.06
Street Fighter X Tekken|PS3|2012|Capcom|0.84
Fullmetal Alchemist: Brotherhood|PSP|N/A|Unknown|0.03
The Chronicles of Narnia: Prince Caspian|DS|2008|Disney Interactive Studios|0.21
Barbie as The Island Princess|PS2|2007|Activision|0.12
NHL 13|PS3|2012|Electronic Arts|0.65
NBA 2K9|PS3|2008|Take-Two Interactive|0.61
Natsuiro High School: Seishun Hakusho|PS3|2015|D3Publisher|0.02
Puyo Puyo Sun Ketteiban|PS|1997|Compile|1.15
Adventure Time: Explore the Dungeon Because I Don't Know!|3DS|2013|D3Publisher|0.14
Mana Khemia: Alchemists of Al-Revis|PS2|2007|Nippon Ichi Software|0.06
Atelier Totori: The Adventurer of Arland|PSV|2012|Gust|0.09
High Rollers Casino|PS2|2004|Mud Duck Productions|0.42
Pitfall: The Lost Expedition|PS2|2004|Activision|0.2
Sega Soccer Slam|GC|2002|Sega|0.07
Singstar: Ultimate Party|PS4|2014|Sony Computer Entertainment Europe|0.19
G1 Jockey 4 2008|PS3|2008|Tecmo Koei|0.01
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima|PS2|2001|ASCII Entertainment|0.32
Petz: Catz 2|Wii|2007|Ubisoft|0.45
Harukanaru Toki no Naka de Yumenoukihashi Special|PS2|2009|Tecmo Koei|0.03
Guitar Hero: Smash Hits|X360|2009|Activision|0.42
Disney's Chicken Little|PS2|2005|Disney Interactive Studios|0.65
Grind Session|PS|2000|Sony Computer Entertainment|0.44
The Lord of the Rings: Aragorn's Quest|Wii|2010|Warner Bros. Interactive Entertainment|0.24
Samurai Warriors|PS2|2004|Electronic Arts|1.35
Dynasty Warriors 6 Empires|X360|2009|Tecmo Koei|0.24
Jeep Thrills|Wii|2008|Zoo Digital Publishing|0.19
Mickey's Speedway USA (weekly JP sales)|N64|2000|Nintendo|0.1
The Incredibles: Rise of the Underminer|GC|2005|THQ|0.16
Bionicle: Matoran Adventures|GBA|2002|Electronic Arts|0.26
Pac-Man World Rally|GC|2006|Namco Bandai Games|0.08
Marvel Trading Card Game|DS|2007|Konami Digital Entertainment|0.12
Monster High: Ghoul Spirit|DS|2011|THQ|0.96
Darkwatch|XB|2005|Ubisoft|0.21
Custom Beat Battle: Draglade 2|DS|2008|Namco Bandai Games|0.03
Dance Central 3|X360|2012|Microsoft Game Studios|0.83
Steins;Gate: Senkei Kousoku no Phonogram|PS3|2013|5pb|0.06
Terminator Salvation|X360|2009|Warner Bros. Interactive Entertainment|0.35
Sid Meier's Civilization: Beyond Earth|PC|2014|Take-Two Interactive|0.37
F-14 Tomcat|GBA|2001|Majesco Entertainment|0.7
Doraemon: Nobita to Himitsu Dougu Hakubutsukan|3DS|2013|FuRyu|0.07
Yumeiro Patissiere: My Sweets Cooking|DS|2010|Konami Digital Entertainment|0.03
PaRappa The Rapper|PSP|2006|Sony Computer Entertainment|0.14
Judge Dredd: Dredd Vs Death|PS2|2003|BAM! Entertainment|0.03
Monster Hunter Tri|WiiU|2012|Nintendo|0.72
Fantastic Four: Rise of the Silver Surfer|Wii|2007|Take-Two Interactive|0.05
Theatrhythm Dragon Quest|3DS|2015|Square Enix|0.15
New Play Control! Mario Power Tennis|Wii|2009|Nintendo|1.48
Mega Minis Volume 2|PSP|2011|Sony Computer Entertainment|0.03
NHL 2K8|PS3|2007|Take-Two Interactive|0.09
The Sims Deluxe|PC|2002|Electronic Arts|0.04
San Goku Shi V|SAT|1996|Tecmo Koei|0.12
Riviera: The Promised Land|PSP|2006|505 Games|0.09
Terminator Salvation|PS3|2009|Warner Bros. Interactive Entertainment|0.54
F.E.A.R. Files|X360|2007|Vivendi Games|0.09
Call of Duty: Ghosts|PS4|2013|Activision|3.63
EA Playground|Wii|2007|Electronic Arts|1.3
Apache: Air Assault|X360|2010|Activision|0.17
Thor: God of Thunder|3DS|2011|Sega|0.1
Gallop Racer (JP)|PS|1996|Tecmo Koei|0.24
Escape Dead Island|X360|2014|Deep Silver|0.09
Who Wants to be a Millionaire: 2nd Edition|DS|2008|Ubisoft|0.01
Command & Conquer: Red Alert Retaliation|PS|1998|Virgin Interactive|0.7
iCarly|DS|2009|Activision|0.73
Hatsune Miku and Future Stars: Project Mirai|3DS|2012|Sega|0.18
Minute to Win It|Wii|2010|Zoo Games|0.26
Theme Park|SAT|1994|Electronic Arts|0.08
Front Mission|SNES|1995|SquareSoft|0.6
Metroid Prime Hunters|DS|2006|Nintendo|0.78
WWF SmackDown!|PS|2000|THQ|3.58
The LEGO Movie Videogame|PSV|2014|Warner Bros. Interactive Entertainment|0.41
Army of Two|PS3|2008|Electronic Arts|1.17
ECW Hardcore Revolution|PS|1999|Acclaim Entertainment|0.48
Inazuma Eleven 3|3DS|2013|Nintendo|0.09
XBLAZE Code: Embryo|PSV|2013|Arc System Works|0.05
Buck Fever|Wii|2009|Destineer|0.14
Quantum Theory|X360|2010|Tecmo Koei|0.09
Lupin the 3rd: Treasure of the Sorcerer King|PS2|2002|505 Games|0.29
LEGO Rock Band|PS3|2009|Warner Bros. Interactive Entertainment|0.42
Active Life: Extreme Challenge|Wii|2009|Namco Bandai Games|0.48
SSX 3|XB|2003|Electronic Arts|0.39
Air Raid|2600|1981|Men-A-Vision|0.77
Dragon Ball Z: Harukanaru Densetsu|DS|2007|Namco Bandai Games|0.21
Nanashi no Game|DS|2008|Square Enix|0.08
Saints Row 2|PC|2009|THQ|0.04
Army Men: Air Attack|PS|1999|3DO|0.85
Adventures of Tron|2600|1981|Mattel Interactive|0.67
Theme Hospital|PS|1998|Electronic Arts|0.09
Worms Reloaded|PC|2010|Team17 Software|0.05
Prince of Persia: Warrior Within|PS2|2004|Ubisoft|1.64
Diner Dash: Sizzle & Serve|PSP|2007|Eidos Interactive|0.12
Music Maker|PS2|2001|Magix|0.31
Warriors of the Lost Empire|PSP|2007|Mercury Games|0.06
Backyard Sports: Sandlot Sluggers|X360|2010|Atari|0.09
Samurai Warriors 4: Empires|PS3|2015|Tecmo Koei|0.06
The Bible Game|GBA|2005|Crave Entertainment|0.12
The Mummy: Tomb of the Dragon Emperor|Wii|2008|Vivendi Games|0.09
X-Men: Next Dimension|PS2|2002|Activision|0.47
Petz: Dogz Talent Show|DS|2009|Ubisoft|0.15
Radiant Silvergun|SAT|1998|ESP|0.03
Sega Superstars Tennis|Wii|2008|Sega|1.06
Chokkan! Asonde Relaxuma|DS|2008|Rocket Company|0.01
Growlanser: Heritage of War|PS2|2006|Rising Star Games|0.22
Skylanders: Trap Team|PS4|2014|Activision|0.43
Fushigi no Dungeon: Fuurai no Shiren 3 Portable|PSP|2010|Spike|0.05
That's So Raven 2: Supernatural Style|GBA|2005|Disney Interactive Studios|0.52
Sengoku Basara 2 Heroes|PS2|2007|Capcom|0.2
Tennis no Oji-Sama: 2005 Crystal Drive|DS|2004|Konami Digital Entertainment|0.05
SBK Superbike World Championship|PS3|2008|Black Bean Games|0.25
The BIGS|PS2|2007|Take-Two Interactive|0.51
Tom Clancy's HAWX 2|Wii|2010|Ubisoft|0.11
Jampack Winter 2002|PS2|2002|Sony Computer Entertainment|0.52
Dynasty Warriors Advance|GBA|2005|Nintendo|0.11
Suzumiya Haruhi no Tsuisou|PS3|2011|Namco Bandai Games|0.03
Thomas the Tank Engine & Friends|GBA|2004|N/A|0.19
Colin McRae Rally 04|PS2|2003|Codemasters|0.94
Brooktown High: Senior Year|PSP|2007|Konami Digital Entertainment|0.1
Hey Arnold! The Movie|GBA|2002|THQ|0.26
Steins;Gate|PSV|2013|PQube|0.21
Sonic & All-Stars Racing Transformed|PSV|2012|Sega|0.48
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun|DS|2007|Shogakukan|0.1
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!|Wii|2010|Namco Bandai Games|0.3
Sakura Wars 2: Kimi, Shinitamou koto Nakare|DC|2000|Sega|0.1
Top Gun: Combat Zones|GBA|2004|Mastiff|0.1
Natural Doctrine|PS4|2014|Nippon Ichi Software|0.1
NFL Blitz 2000|PS|1998|Midway Games|1.09
Ginga Tetsudou 999 DS|DS|2010|Culture Brain|0.02
U-Sing  2|Wii|2010|Mindscape|0.09
Inversion|PC|N/A|Namco Bandai Games|0.01
Zero4 Champ RR-Z|SNES|1995|Media Rings|0.1
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection|PS2|2007|Sega|0.02
Let's Play Garden|DS|2010|Deep Silver|0.11
Suikoden V|PS2|2006|Konami Digital Entertainment|0.35
Defiance|PS3|2013|Trion Worlds|0.36
Bakugan Battle Brawlers: Defenders of the Core|DS|2010|Activision|0.49
Nicola Kanshuu: Model Oshare * Audition Platina|3DS|2012|Alchemist|0.08
Bust-A-Move Bash!|Wii|2007|505 Games|0.16
Star Fighter|PS|1995|Telstar|0.06
Captain Morgane and the Golden Turtle|PS3|2012|Reef Entertainment|0.03
World Series of Poker|XB|2005|Activision|0.25
Bugs Bunny & Taz: Time Busters|PS|2000|Infogrames|0.21
LEGO Harry Potter: Years 5-7|X360|N/A|Warner Bros. Interactive Entertainment|0.99
V-Rally 3|GBA|2002|Atari|0.05
My Fitness Coach: Club|PS3|2011|Ubisoft|0.14
Carnage Heart|PS|1995|Sony Computer Entertainment|0.11
Dragon Ball Z: Ultimate Tenkaichi|PS3|2011|Namco Bandai Games|0.62
WWF Attitude|PS|1998|Acclaim Entertainment|1.76
My Fun Facts Coach|DS|2008|Ubisoft|0.08
Centipede|PS|1998|Atari|0.65
Tom Clancy's Splinter Cell: Blacklist|X360|2013|Ubisoft|0.99
Army Men: Sarge's Heroes 2|PS2|2001|Midas Interactive Entertainment|0.17
Major League Baseball 2K7|PSP|2007|Take-Two Interactive|0.09
Tomb Raider: Legend|X360|2006|Eidos Interactive|0.39
Shadow Man: 2econd Coming|PS2|2002|Acclaim Entertainment|0.16
G-Force|PS2|2009|Disney Interactive Studios|0.27
Project V6|PS|1998|General Entertainment|0.14
ZhuZhu Pets: Featuring The Wild Bunch|Wii|2010|Activision|0.38
Little King's Story|Wii|2009|Rising Star Games|0.31
Exhibition Volume 03|XB|2003|Microsoft Game Studios|0.1
Borderlands 2|PS3|2012|Take-Two Interactive|2.28
You Don't Know Jack|Wii|2011|THQ|0.22
NBA Live 2003|GC|N/A|Electronic Arts|0.3
RoadKill|PS2|2003|Midway Games|0.17
Super Batter Up|SNES|1992|Namco Bandai Games|0.46
Dragon's Lair 3D: Return to the Lair|GC|2002|THQ|0.04
Flushed Away|GC|2006|D3Publisher|0.16
Dream Salon|Wii|2009|Zoo Games|0.05
Tomb Raider: Legend|PS2|2006|Eidos Interactive|0.52
One Piece: Pirate Warriors 3|PSV|2015|Namco Bandai Games|0.22
Fat Princess: Fistful of Cake|PSP|2010|Sony Computer Entertainment|0.12
Warhammer 40,000: Space Marine|PC|2011|THQ|0.2
Games Explosion!|GBA|2006|THQ|0.02
International Superstar Soccer 2000 (JP weekly sales)|N64|1999|Konami Digital Entertainment|0.18
Indiana Jones and the Staff of Kings|Wii|2009|Activision|0.74
The Mysterious Case of Dr. Jekyll and Mr. Hyde|DS|2010|O-Games|0.06
ISS Pro Evolution|PS|1998|Konami Digital Entertainment|0.76
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch|DS|2006|Nintendo|0.04
Divinity II: Ego Draconis|X360|2009|DTP Entertainment|0.24
Dynasty Warriors: Gundam 3|PS3|2010|Tecmo Koei|0.55
Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata|DS|2008|GungHo|0.04
Apache: Air Assault|PC|2010|Just Flight|0.03
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban|PS|2000|Konami Digital Entertainment|0.09
Neverwinter Nights|PC|2002|Atari|0.03
Touch Detective: Nameko Shigeru|3DS|2013|Success|0.07
Rogue Trooper|PS2|2006|Eidos Interactive|0.04
Feel the Magic XY/XX|DS|2004|Sega|0.29
Bottom of the 9th '99|PS|1998|Konami Digital Entertainment|0.05
Tales of Destiny|PS|1997|Namco Bandai Games|1.04
Silent Hill 4: The Room|PS2|2004|Konami Digital Entertainment|0.51
Jikkyou Powerful Pro Yakyuu 2013|PSV|2013|Konami Digital Entertainment|0.1
The Sims 3: Ambitions|PC|2010|Electronic Arts|0.47
3 in 1: Solitaire, Mahjong & Tangram|DS|2010|Deep Silver|0.08
Kung Fu Panda 2|X360|2011|THQ|0.25
Famista '92|NES|1991|Namco Bandai Games|0.28
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama|PSP|2011|Acquire|0.08
Kane & Lynch 2: Dog Days|PC|2010|Square Enix|0.07
Dead or Alive 5|PS4|2015|Tecmo Koei|0.33
Aria: The Origination ~Aoi Wakusei no El Cielo~|PS2|2008|Alchemist|0.02
Robotics;Notes|X360|2012|5pb|0.02
Turok: Dinosaur Hunter|N64|1997|Acclaim Entertainment|0.05
Record of Agarest War Zero|X360|2010|Compile Heart|0.1
Monster Jam: Maximum Destruction|GBA|2002|Ubisoft|0.1
Custom Drive|PSP|2012|D3Publisher|0.02
J-League Jikkyou Winning Eleven 3|PS|1997|Konami Digital Entertainment|0.19
BloodRayne 2|XB|2004|THQ|0.15
Battlefield: Bad Company|X360|2008|Electronic Arts|1.46
SoulCalibur V|PS3|2012|Namco Bandai Games|0.76
Fracture|X360|2008|LucasArts|0.33
Ping Pals|DS|2004|THQ|0.11
Mario Paint|SNES|1992|Nintendo|2.75
Metal Fight Beyblade: Bakugami Susanoh Shuurai!|DS|2010|Hudson Soft|0.05
PaRappa The Rapper|PS|1996|Sony Computer Entertainment|1.92
Condemned: Criminal Origins|X360|2005|Sega|0.42
National Geographic Challenge!|X360|N/A|Unknown|0.07
Hamtaro: Ham-Hams Unite!|GB|2001|Nintendo|0.56
Cyber Sled|PS|1995|Sony Computer Entertainment|0.14
Tantei Opera: Milky Holmes|PSP|2010|Unknown|0.02
Polaris|2600|1982|Tigervision|0.28
Test Drive 6|PS|1999|Atari|0.72
Test Drive 5|PS|1997|Accolade|1.3
Chaos;Head - Love Chu*Chu!|X360|2010|5pb|0.03
Earth Defense Force 2025.1: The Shadow of New Despair|PS4|2015|D3Publisher|0.1
Thomas & Friends: Hero of the Rails|Wii|2010|Unknown|0.02
Tiger Woods PGA Tour 10|Wii|2009|Electronic Arts|1.09
Sengoku Basara: Sanada Yukimura-Den|PS3|2016|Capcom|0.02
Gakuen K: Wonderful School Days|PSP|2014|Idea Factory|0.02
ArmA III|PC|2013|Bohemia Interactive|0.12
Batman: The Brave and the Bold the Videogame|Wii|2010|Warner Bros. Interactive Entertainment|0.3
NCAA Final Four 2003|PS2|2002|Sony Computer Entertainment|0.19
My Baby: First Steps|DS|2009|SouthPeak Games|0.33
Pro Pinball|PS|1996|Empire Interactive|0.41
Heroes Phantasia|PSP|2012|Namco Bandai Games|0.07
RockMan & Forte|SNES|1998|Capcom|0.14
Dragon Ball: Evolution|PSP|2009|Namco Bandai Games|0.1
Madden NFL 13|PS3|2012|Electronic Arts|2.56
Sing4: The Hits Edition|Wii|2011|Crave Entertainment|0.19
Valkyria Chronicles II|PSP|2010|Sega|0.54
Conflict: Desert Storm|GC|2003|SCi|0.08
Thoroughbred Breeder II|SNES|1994|Hect|0.27
Henry Hatsworth in the Puzzling Adventure|DS|2009|Electronic Arts|0.09
Need for Speed: Hot Pursuit|X360|2010|Electronic Arts|2.22
Away: Shuffle Dungeon|DS|2008|Majesco Entertainment|0.03
Atelier Rorona: Alchemist of Arland|PSV|2013|Nippon Ichi Software|0.05
Raven Squad: Operation Hidden Dagger|PC|2009|Evolved Games|0.01
World Soccer Jikkyou Winning Eleven 3: World Cup France '98|PS|1998|Konami Digital Entertainment|0.81
Pretty Rhythm: My Deco Rainbow Wedding|3DS|2013|Takara Tomy|0.08
The Sims 2|DS|2005|Electronic Arts|0.96
Exist Archive: The Other Side of the Sky|PSV|2015|Aksys Games|0.04
Where the Wild Things Are|Wii|2009|Warner Bros. Interactive Entertainment|0.12
Metal Gear Solid: Portable Ops|PSP|2006|Konami Digital Entertainment|1.19
South Park: The Stick of Truth|X360|2014|Ubisoft|0.95
Gundam Seed: Battle Assault|GBA|2004|Namco Bandai Games|0.08
Smart Kid's Party Fun Pak|DS|2008|UFO Interactive|0.05
Yourself Fitness|XB|2004|responDESIGN|0.09
Chicken Shoot|Wii|2007|Zoo Digital Publishing|0.36
Inazuma Eleven GO Strikers 2013|Wii|2012|Level 5|0.1
Farming Simulator 2015|XOne|2015|Koch Media|0.19
RPG Maker|PS|1997|ASCII Entertainment|0.5
Driver: San Francisco|PC|2011|Ubisoft|0.18
Chromehounds|X360|2006|Sega|0.28
Robotech: Battlecry|PS2|2002|TDK Mediactive|0.61
You're in the Movies|X360|2008|Microsoft Game Studios|0.48
The Stronghold Collection|PC|2009|Take-Two Interactive|0.13
PriPara Mezase! Idol Grand Prix No.1!|3DS|2015|Takara Tomy|0.11
Tennis no Oji-Sama: Aim at The Victory!|GBA|2002|Konami Digital Entertainment|0.14
NBA 08|PSP|2007|Sony Computer Entertainment|0.03
Brunswick Pro Bowling|PSP|2007|505 Games|0.21
Ace Combat: Assault Horizon Legacy|3DS|2011|Namco Bandai Games|0.24
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku|DS|2008|Takara Tomy|0.05
DuckTales: Remastered|PS3|2013|Capcom|0.05
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo|PS2|2007|Sega|0.02
Paperboy / Rampage|GBA|2005|Zoo Digital Publishing|0.13
Xbox Live Arcade Unplugged Volume 1|X360|2006|Microsoft Game Studios|0.07
Auto Modellista|PS2|2002|Capcom|0.39
Harry Potter and the Deathly Hallows - Part 1|PS3|2010|Electronic Arts|0.42
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima|3DS|2012|Namco Bandai Games|0.08
DOA 2: Dead or Alive 2 Hardcore|PS2|2000|Tecmo Koei|0.11
Rapala Trophies|PSP|2006|Activision|0.04
Fate/Unlimited Codes|PS2|2008|Capcom|0.14
Prison Break: The Conspiracy|PS3|2010|Deep Silver|0.26
Tony Hawk's Proving Ground|X360|2007|Activision|0.56
007: Quantum of Solace|Wii|2008|Activision|0.67
Nintendo Presents: Crossword Collection|DS|2009|Nintendo|0.24
Just Dance 2014|X360|2013|Ubisoft|0.98
Naruto Shippuden: Gekito Ninja Taisen! EX 3|Wii|2008|Takara Tomy|0.07
Rock 'N Roll Racing|GBA|2003|Activision|0.05
Virtua Tennis 3|PC|2007|Sega|0.01
Pirates of the Caribbean: At World's End|X360|2007|Disney Interactive Studios|0.34
Terminator 3: The Redemption|PS2|2004|Atari|0.17
Mobile Suit Gundam: Extreme VS Force|PSV|2015|Namco Bandai Games|0.16
Reign of Fire|XB|2002|BAM! Entertainment|0.1
SSX 3|PS2|2003|Electronic Arts|1.67
Ms. Pac-Man Maze Madness|PS|2000|Namco Bandai Games|0.44
Kenka Banchou 6: Soul & Blood|3DS|2015|Screenlife|0.07
Scooby Doo and the Cyber Chase|PS|2001|THQ|1.94
Devil May Cry 4|PS3|2008|Capcom|1.59
Tokimeki Memorial: Girl's Side|PS2|2002|Konami Digital Entertainment|0.08
Galaxy Angel II: Zettairyouiki no Tobira|PS2|2006|Broccoli|0.03
Driven|GC|2002|BAM! Entertainment|0.08
Baby Pals|DS|2007|THQ|0.28
Monster Hunter 2|PS2|N/A|Capcom|0.63
Bust-A-Move DS|DS|2005|505 Games|0.11
Tony Hawk: RIDE|Wii|2009|Activision|0.95
Corvette|XB|2003|TDK Mediactive|0.24
Rocket League|XOne|2016|505 Games|0.12
Buzz! Master Quiz|PSP|2008|Sony Computer Entertainment|0.87
Fallout: New Vegas|X360|2010|Bethesda Softworks|4.08
Rescue Heroes: Billy Blazes|GBA|2003|Vivendi Games|0.08
The Legend of Korra (3DS)|3DS|2014|Activision|0.03
101-in-1 Sports Megamix|DS|2010|Nordcurrent|0.08
Strongest Tokyo University Shogi DS|DS|1985|Mycom|0.02
7 Roses: A Darkness Rises|PC|2015|Avanquest Software|0.02
NBA ShootOut 2002|PS|2001|Sony Computer Entertainment|0.14
Winning Post 5|PS2|2001|Tecmo Koei|0.13
Lilo & Stitch 2: Hämsterviel Havoc|GBA|2004|Disney Interactive Studios|0.38
Tiger Woods 99 PGA Tour Golf|PS|1997|Electronic Arts|1.53
Little Battlers eXperience: Wars|3DS|2013|Level 5|0.13
Super Scribblenauts|DS|2010|Warner Bros. Interactive Entertainment|1.5
The Incredibles: Rise of the Underminer|PS2|2005|THQ|0.36
Eat Lead: The Return of Matt Hazard|PS3|2009|D3Publisher|0.13
Torino 2006|XB|2006|Take-Two Interactive|0.04
Stormrise|PS3|2009|Sega|0.17
Curious George|GC|2006|Namco Bandai Games|0.15
Trivial Pursuit|Wii|2009|Electronic Arts|0.58
Case Closed: One Truth Prevails|Wii|2007|Nobilis|0.01
Dragon Quest X|WiiU|2013|Square Enix|0.4
BioShock The Collection|PS4|2016|Take-Two Interactive|0.2
Iron Man|X360|2008|Sega|0.57
Eat Lead: The Return of Matt Hazard|X360|2009|D3Publisher|0.13
Resident Evil Archives: Resident Evil Zero|Wii|2008|Capcom|0.25
X-Man|2600|1982|Universal Gamex|0.63
Bomberman|Wii|2008|Hudson Entertainment|0.01
Dynasty Warriors 6|PS2|2008|Tecmo Koei|0.25
Hamtaro: Ham-Ham Games|GBA|2004|Nintendo|0.22
Shin Momotarou Densetsu|SNES|1993|Hudson Soft|0.32
Medal of Honor: Airborne|PS3|2007|Electronic Arts|1.23
Jake Hunter Detective Story: Memories of the Past|DS|2007|PQube|0.11
Freestyle Metal X|XB|2003|Midway Games|0.02
Yu-Gi-Oh! Nightmare Troubadour (US sales)|DS|2005|Konami Digital Entertainment|0.15
Madden NFL 10|PSP|2009|Electronic Arts|0.66
WordJong Party|Wii|2008|Destineer|0.18
Dragon Ball Z for Kinect|X360|2012|Namco Bandai Games|0.01
Myself; Yourself|PS2|2007|Yeti|0.01
The Legend of Spyro: A New Beginning|GC|2006|Vivendi Games|0.19
Crazy Taxi 3: High Roller|XB|2002|Sega|0.2
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna|PSP|2011|System Soft|0.01
John Daly's ProStroke Golf|PS3|2010|O-Games|0.11
Dream Trigger 3D|3DS|N/A|D3Publisher|0.07
Metal Gear Solid 2: Substance|PS2|2002|Konami Digital Entertainment|0.52
Taiko no Tatsujin: Waku Waku Anime Matsuri|PS2|2003|Namco Bandai Games|0.2
NBA 2K11|Wii|2010|Take-Two Interactive|0.51
Momotarou Dentetsu World|DS|2010|Hudson Soft|0.19
Sonic & SEGA All-Stars Racing with Banjo-Kazooie|X360|2010|Sega|0.8
Monopoly|X360|2008|Electronic Arts|0.6
Call of Duty 3|X360|2006|Activision|2.71
Deadliest Catch: Sea of Chaos|X360|2010|Crave Entertainment|0.09
FIFA Soccer 2004|XB|2003|Electronic Arts|0.79
Deer Drive|Wii|2009|Big Ben Interactive|0.76
Tom Clancy's Splinter Cell: Pandora Tomorrow|XB|2004|Ubisoft|1.48
MVP Baseball 2005|XB|2005|Electronic Arts|0.94
LEGO The Hobbit|PS4|2014|Warner Bros. Interactive Entertainment|0.6
Universe at War: Earth Assault|X360|2008|Sega|0.1
Tomodachi Life|3DS|2013|Nintendo|5.15
Kao the Kangaroo|GBA|2001|Titus|0.01
Gekka Ryouran Romance|PSP|2011|Idea Factory|0.02
Wings of War|XB|2004|Take-Two Interactive|0.06
Sorcery|PS3|2012|Sony Computer Entertainment|0.31
Disney's Tarzan Untamed|GC|2001|Ubisoft|0.18
Naruto: Ultimate Ninja Heroes (JP sales)|PSP|2006|Namco Bandai Games|0.06
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen|PSP|2011|Namco Bandai Games|0.06
TrackMania Turbo|XOne|2016|Ubisoft|0.06
